0.001000,0.002000,0.001000,0.002000,0.000000,0.002000,0.001000
0.056000,0.055000,0.055000,0.040000,0.042000,0.054000,0.053000
0.054000,0.055000,0.045000,0.042000,0.043000,0.024000,0.044000
0.107000,0.076000,0.057000,0.076000,0.099000,0.088000,0.104000
