0.003862,0.000940,0.000570,0.000587,0.000586,0.000583,0.000612
0.038947,0.026498,0.010469,0.010593,0.032617,0.010832,0.011099
0.003731,0.003447,0.004898,0.003441,0.003310,0.003390,0.003694
0.378013,0.352334,0.274115,0.279509,0.277550,0.279213,0.278145
