0.000159,0.000437,0.000458,0.000446,0.000426,0.000495,0.000433
0.046916,0.035383,0.041992,0.034259,0.045772,0.058110,0.044763
0.011737,0.009124,0.009743,0.008996,0.008712,0.009349,0.008462
0.021676,0.021562,0.022331,0.022453,0.022566,0.023055,0.022894
